fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-12-31|USD|221000000|||-210000000|49000000|63000000|71000000|-41000000|90000000|336000000|-70000000|-152000000||0|0||148000000|148000000|||0||3000000||||336000000|STX
2024-09-30|USD|95000000|||63000000|343000000|64000000|68000000|199000000|144000000|305000000|-68000000|-146000000||0|0||147000000|147000000|||0||29000000||||305000000|STX
2024-06-30|USD|434000000|367000000||32000000|145000000|63000000|54000000|97000000|48000000|513000000|283000000|-154000000||0|0||147000000|147000000|||0||0||||513000000|STX
2024-03-31|USD|188000000|||36000000|-1000000|63000000|60000000|-139000000|138000000|25000000|-52000000|-128000000||0|0||147000000|147000000|||0||22000000||||25000000|STX
2023-12-31|USD|169000000|||55000000|-49000000|62000000|70000000|-50000000|1000000|-19000000|-35000000|-142000000||0|0||146000000|146000000|||0||9000000||||-19000000|STX
2023-09-30|USD|127000000|||-28000000|-188000000|76000000|70000000|-100000000|-88000000|-184000000|-70000000|-49000000||0|0||145000000|145000000|||1500000000||35000000||||-184000000|STX
2023-06-30|USD|218000000|||-46000000|-433000000|104000000|50000000|-373000000|-60000000|-92000000|469000000|-667000000||0|0||145000000|145000000|||1000000000||9000000||||-92000000|STX
2023-03-31|USD|228000000|||410000000|160000000|126000000|54000000|154000000|6000000|-433000000|-42000000|-190000000||0|0||145000000|145000000|||0||30000000||||-433000000|STX
2022-12-31|USD|251000000|||-394000000|-670000000|148000000|79000000|-258000000|-412000000|-33000000|-77000000|-165000000||0|0||145000000|145000000|||0||0||||-33000000|STX
2022-09-30|USD|245000000|||-442000000|-393000000|135000000|133000000|-434000000|41000000|29000000|-133000000|34000000||408000000|408000000||147000000|147000000|||600000000||-379000000||||29000000|STX
2022-06-30|USD|180000000|||32000000|274000000|127000000|72000000|188000000|86000000|276000000|-59000000|-644000000||486000000|486000000||152000000|152000000|||0||-486000000||||276000000|STX
2022-03-31|USD|460000000|||91000000|137000000|112000000|97000000|-55000000|192000000|346000000|-97000000|-760000000||417000000|417000000||154000000|154000000|||0||-386000000||||346000000|STX
2021-12-31|USD|521000000|||102000000|197000000|108000000|95000000|98000000|99000000|501000000|-76000000|99000000||471000000|471000000||151000000|151000000|||1200000000||-467000000||502000000||501000000|STX
2021-09-30|USD|496000000|||-53000000|127000000|104000000|117000000|143000000|-16000000|526000000|-120000000|-594000000||425000000|425000000||153000000|153000000|||0||-392000000||||526000000|STX
2021-06-30|USD|478000000|||-8000000|103000000|103000000|124000000|180000000|-77000000|482000000|-106000000|-375000000||228000000|228000000||154000000|154000000|||0||-215000000||||482000000|STX
2021-03-31|USD|378000000|||143000000|142000000|99000000|104000000|177000000|-35000000|329000000|-97000000|-868000000||751000000|751000000||161000000|161000000|||0||-696000000||327000000||329000000|STX
2020-12-31|USD|473000000|||-17000000|-71000000|96000000|159000000|-66000000|-5000000|280000000|-159000000|-179000000||1000000000|1000000000||167000000|167000000|||0||-989000000||282000000||280000000|STX
2020-09-30|USD|297000000|||-112000000|-68000000|99000000|111000000|-249000000|181000000|223000000|-104000000|-251000000||68000000|68000000||167000000|167000000|||||-39000000||-58000000||223000000|STX
2020-06-30|USD|388000000|58000000||18000000|-5000000|100000000|114000000|-45000000|40000000|166000000|-108000000|-177000000||55000000|55000000||168000000|168000000|||496000000||-52000000||103000000||166000000|STX
2020-03-31|USD|390000000|4000000||-50000000|2000000|94000000|130000000|48000000|-46000000|320000000|-142000000|-374000000||195000000|195000000||170000000|170000000|||0||-164000000||318000000||320000000|STX
2019-12-31|USD|480000000|5000000||188000000|154000000|93000000|194000000|47000000|107000000|318000000|-234000000|-289000000||150000000|150000000||165000000|165000000|||0||-120000000||313000000||318000000|STX
2019-09-30|USD|456000000|4000000||254000000|142000000|92000000|147000000|77000000|65000000|200000000|-151000000|-765000000||450000000|450000000||170000000|170000000|||498000000||-411000000||-460000000||200000000|STX
2019-06-30|USD|448000000|||73000000|61000000|134000000|151000000|92000000|-31000000|983000000|1205000000|-795000000||350000000|350000000||174000000|174000000|||49000000||-349000000||858000000||983000000|STX
2019-03-31|USD|438000000|||-161000000|-257000000|135000000|147000000|-161000000|-96000000|195000000|-129000000|-276000000||327000000|327000000||178000000|178000000|||196000000||-294000000||234000000||195000000|STX
2018-12-31|USD|288000000|||-430000000|-163000000|138000000|127000000|-144000000|-19000000|384000000|-54000000|-815000000||136000000|136000000||180000000|180000000|||0||-133000000||418000000||384000000|STX
2018-09-30|USD|587000000|||85000000|75000000|134000000|177000000|9000000|66000000|450000000|-176000000|-326000000||150000000|150000000||181000000|181000000|||0||-118000000||85000000||450000000|STX
