fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2022-06-30|USD|809000000|37000000||144000000|-774000000|3148000000|7242000000|-1013000000|239000000|-454000000|220000000|-2854000000||0|||1499000000|1499000000|||0||-589000000||-1825000000||-454000000|INTC
2022-03-31|USD|5891000000|177000000||-2012000000|-1237000000|3348000000|4604000000|-2384000000|1147000000|8113000000|-2639000000|-1864000000||0|||1487000000|1487000000|||0||589000000||1388000000||8113000000|INTC
2021-12-31|USD|5403000000|274000000||620000000|3641000000|3074000000|7154000000|1056000000|1127000000|4623000000|-4906000000|-3540000000||0|0||1413000000|1413000000|||0||4000000||-3043000000||4623000000|INTC
2021-09-30|USD|9904000000|-12000000||1484000000|2026000000|2959000000|4005000000|940000000|1086000000|6823000000|-10629000000|3849000000||0|0||1410000000|1410000000|||4974000000||427000000||6823000000||6823000000|INTC
2021-06-30|USD|8801000000|122000000||564000000|558000000|2857000000|3602000000|252000000|306000000|5061000000|-6913000000|-2334000000||114000000|114000000||1410000000|1410000000|||0||-90000000||5061000000||5061000000|INTC
2021-03-31|USD|5348000000|161000000||-2546000000|246000000|2902000000|3972000000|426000000|-180000000|3361000000|-2001000000|-4020000000||2301000000|2301000000||1411000000|1411000000|||0||-1736000000||-673000000||3361000000|INTC
2020-12-31|USD|10370000000|135000000||918000000|1516000000|3003000000|3867000000|-358000000|117000000|5857000000|-6412000000|-1449000000||2000000000|2000000000||1353000000|1353000000|||0||-2000000000||2509000000||5857000000|INTC
2020-09-30|USD|8179000000|207000000||648000000|-2000000|3123000000|3716000000|-301000000|299000000|4276000000|-766000000|-12793000000|0|8000000000|8000000000||1404000000|1404000000|||0||-7615000000||4276000000||4276000000|INTC
2020-06-30|USD|11157000000|185000000||598000000|-1297000000|3063000000|3408000000|-1020000000|-277000000|5105000000|-10610000000|-3191000000|0|0|0||1403000000|1403000000|||0||9000000||5105000000||5105000000|INTC
2020-03-31|USD|6158000000|67000000||-1470000000|1344000000|3050000000|3268000000|796000000|548000000|5661000000|-3736000000|4764000000|0|4229000000|4229000000||1408000000|1408000000|||10247000000||-3726000000||7186000000||5661000000|INTC
2019-12-31|USD|9888000000|157000000||316000000|1776000000|2968000000|4666000000|779000000|105000000|6905000000|-4485000000|-5144000000||3476000000|3476000000||1362000000|1362000000|||2742000000||-3523000000||259000000||6905000000|INTC
2019-09-30|USD|10711000000|69000000||714000000|579000000|2679000000|4672000000|646000000|-67000000|5990000000|-3910000000|-5733000000||4521000000|4521000000||1386000000|1386000000|||49000000||-4029000000||1068000000||5990000000|INTC
2019-06-30|USD|7587000000|134000000||627000000|206000000|2554000000|3554000000|-725000000|931000000|4179000000|-3288000000|-4586000000||3049000000|3049000000||1414000000|1414000000|||466000000||-3034000000||-287000000||4179000000|INTC
2019-03-31|USD|4959000000|109000000||-1652000000|747000000|2625000000|3321000000|235000000|512000000|3974000000|-2722000000|-2102000000||2530000000|2530000000||1414000000|1414000000|||135000000||-2240000000||135000000||3974000000|INTC
2018-12-31|USD|6900000000|132000000||217000000|962000000|2493000000|3890000000|1265000000|-148000000|5195000000|-1820000000|-5468000000||2266000000|2266000000||1368000000|1368000000|||0||-2256000000||-388000000||5195000000|INTC
2018-09-30|USD|-4862000000|107000000||131000000|877000000|390000000|3851000000|818000000|59000000|6398000000|-3435000000|-4607000000||2657000000|2657000000||1373000000|1373000000|||423000000||-2432000000||793000000||6398000000|INTC
2018-06-30|USD|5006000000|149000000||605000000|-60000000|392000000|4530000000|-267000000|207000000|5006000000|-1193000000|-7160000000|-151000000|3893000000|3893000000||1400000000|1400000000|||0||-3862000000||-940000000||5006000000|INTC
2018-03-31|USD|12568000000|60000000||365000000|-6000000|2196000000|2910000000|-102000000|96000000|4454000000|-4791000000|-1372000000|0|1914000000|1914000000||1400000000|1400000000|||0||-1625000000||121000000||4454000000|INTC
2017-12-31|USD|-7628000000|238000000||498000000|-292000000|2140000000|4069000000|-347000000|55000000|-687000000|-5230000000|-7653000000||4000000|4000000||1278000000|1278000000|||0||129000000||-5642000000||-687000000|INTC
2017-09-30|USD|4516000000|106000000||297000000|995000000|365000000|2979000000|510000000|485000000|4516000000|-6316000000|-2560000000|7000000|1093000000|1093000000||1278000000|1278000000|||638000000||-862000000||-2612000000||4516000000|INTC
2017-06-30|USD|2808000000|183000000||412000000|1041000000|313000000|2778000000|513000000|528000000|2808000000|-1438000000|3484000000||1276000000|1276000000||1287000000|1287000000|||0||-1199000000||6753000000||2808000000|INTC
2017-03-31|USD|7796000000|97000000||-1089000000|337000000|1946000000|1952000000|105000000|232000000|2964000000|-2778000000|-1746000000||1242000000|1242000000||1229000000|1229000000|||||-913000000||-626000000||2964000000|INTC
2016-12-31|USD|16300000000|331000000||273000000|-402000000|1930000000|3530000000|-165000000|-237000000|3562000000|-3444000000|-3898000000|-441000000|533000000|533000000||1233000000|1233000000|||0||-449000000||808000000||3562000000|INTC
2016-09-30|USD|3702000000|124000000||-402000000|848000000|385000000|2463000000|834000000|14000000|3378000000|-2683000000|-2208000000||457000000|457000000||1231000000|1231000000|||||40000000||867000000||3378000000|INTC
2016-06-30|USD|1694000000|94000000||-411000000|255000000|395000000|2286000000|208000000|47000000|1330000000|-4170000000|1149000000||804000000|804000000||1233000000|1233000000|||||-620000000||824000000||1330000000|INTC
2016-03-31|USD|8110000000|254000000||-873000000|-885000000|2015000000|1346000000|-942000000|57000000|2046000000|-15520000000|-782000000||793000000|793000000||1228000000|1228000000|||||-450000000||-12247000000||2046000000|INTC
2015-12-31|USD|10854000000|146000000||280000000|811000000|2146000000|2448000000|687000000|124000000|3613000000|2728000000|88000000||525000000|525000000||1133000000|1133000000|||||-355000000||8243000000|0|3613000000|INTC
2015-09-30|USD|3418000000|-14000000||305000000|392000000|215000000|1206000000|241000000|151000000|3109000000|-9167000000|6043000000||1029000000|1029000000||1140000000|1140000000|||||-807000000||2611000000|0|3109000000|INTC
2015-06-30|USD|3038000000|277000000||122000000|946000000|214000000|1767000000|594000000|352000000|2706000000|-1295000000|-1945000000||697000000|697000000||1146000000|1146000000|||||-564000000||210000000|10000000|2706000000|INTC
2015-03-31|USD|8830000000|-64000000||-1730000000|-1030000000|2099000000|2025000000|-1167000000|137000000|1992000000|-449000000|-2274000000||750000000|750000000||1137000000|1137000000|||||-409000000||1683000000|-9000000|1992000000|INTC
2014-12-31|USD|11542000000|168000000||455000000|942000000|2174000000|2143000000|785000000|157000000|3661000000|-1904000000|-4439000000||4000000000|3686000000||1069000000|1069000000|||||-3592000000||-582000000|-10000000|3661000000|INTC
2014-09-30|USD|3599000000|76000000||216000000|341000000|307000000|2445000000|165000000|176000000|3317000000|-986000000|-4607000000||4167000000|4182000000||1095000000|1095000000|||||-3621000000||94000000|-6000000|3317000000|INTC
2014-06-30|USD|3152000000|314000000||408000000|159000000|290000000|2828000000|-11000000|170000000|2796000000|-4266000000|-2915000000||2080000000|2352000000||1126000000|1126000000|||||-1826000000||-1728000000|0|2796000000|INTC
2014-03-31|USD|3501000000|64000000||-1324000000|-483000000|2007000000|2689000000|-78000000|-405000000|1930000000|-2749000000|-1650000000||545000000|572000000||1119000000|1119000000|||||-93000000||-897000000|1000000|1930000000|INTC
2013-12-31|USD|6038000000|137000000||332000000|-498000000|1956000000|2948000000|-140000000|-358000000|2625000000|-3921000000|-1322000000||248000000|541000000||1121000000|1121000000|||||-261000000||793000000|-2000000|2625000000|INTC
2013-09-30|USD|3219000000|-19000000||693000000|227000000|292000000|2866000000|237000000|-10000000|2950000000|-3323000000|-1306000000||544000000|544000000||1121000000|1121000000|||||-276000000||1103000000|1000000|2950000000|INTC
2013-06-30|USD|3030000000|152000000||784000000|102000000|279000000|2723000000|-75000000|177000000|2693000000|-5512000000|-1132000000||796000000|796000000||1123000000|1123000000|||||-221000000||-1920000000|2000000|2000000000|INTC
2013-03-31|USD|4285000000|1000000||-1387000000|-665000000|2064000000|2174000000|-293000000|-372000000|2443000000|-5317000000|-1738000000||559000000|559000000||1114000000|1114000000|||||-94000000||-2780000000|-10000000|2045000000|INTC
2012-12-31|USD|6026000000|41000000||615000000|-679000000|2005000000|2504000000|-107000000|-572000000|-671000000|-5332000000|4267000000||675000000|1020000000||1119000000|1119000000|||||-884000000||4958000000|-3000000|2468000000|INTC
2012-09-30|USD|5147000000|-24000000||296000000|802000000|268000000|2887000000|386000000|416000000|3921000000|-4852000000|-2004000000||1175000000|1175000000||1125000000|1125000000|||||-881000000||-1703000000|6000000|2972000000|INTC
2012-06-30|USD|4739000000|168000000||761000000|-89000000|267000000|2662000000|-490000000|401000000|3934000000|-1765000000|-2176000000|-270000000|1396000000|1396000000||1057000000|1057000000|||||-959000000||794000000|-4000000|2827000000|INTC
2012-03-31|USD|2972000000|28000000||-1413000000|768000000|1785000000|2974000000|387000000|381000000|3814000000|-2111000000|-1495000000|0|1519000000|1519000000||1049000000|1049000000|||||-275000000||-636000000|-2000000|2738000000|INTC
2011-12-31|USD|6630000000|9000000||507000000|-45000000|1589000000|2844000000|-178000000|133000000|-276000000|-4767000000|-3850000000|181000000|4153000000|4153000000||1070000000|1070000000|||||-3033000000||-1992000000|-5000000|3360000000|INTC
2011-09-30|USD|6349000000|||438000000|394000000|1529000000|2713000000|468000000|-74000000|4892000000|-4107000000|183000000||4007000000|4007000000||1102000000|1102000000|||||-3669000000||2422000000|-3000000|3468000000|INTC
2011-06-30|USD|3971000000|||553000000|-183000000|1504000000|2484000000|-116000000|-67000000|3931000000|-783000000|-2745000000||2174000000|2174000000||961000000|961000000|||||-1826000000||447000000|4000000|2954000000|INTC
2011-03-31|USD|4013000000|||-997000000|755000000|1442000000|2723000000|504000000|251000000|4371000000|-644000000|-4688000000||4006000000|4006000000||994000000|994000000|||||-3767000000||-1310000000|9000000|3160000000|INTC
2010-12-31|USD|5550000000|0||387000000|283000000|1206000000|1869000000|-44000000|327000000|-570000000|-2972000000|-2597000000||1514000000|1514000000||879000000|879000000|||||-1462000000||-19000000|0|3180000000|INTC
2010-09-30|USD|3577000000|0||-223000000|565000000|1142000000|1362000000|481000000|84000000|4143000000|-2925000000|-649000000||3000000|3000000||877000000|877000000|||||146000000||3000000|0|2955000000|INTC
2010-06-30|USD|3486000000|0||214000000|579000000|1149000000|1048000000|235000000|344000000|4001000000|-1970000000|-990000000||216000000|216000000||877000000|877000000|||||-58000000||526000000|0|2887000000|INTC
2010-03-31|USD|4079000000|0||29000000|-37000000|1141000000|928000000|-88000000|51000000|3448000000|-2672000000|-406000000||3000000|3000000||870000000|870000000|||||225000000||1001000000|0|2442000000|INTC
2009-12-31|USD|3405000000|||-24000000|688000000|1172000000|1081000000|248000000|440000000|2497000000|-2769000000|-758000000||10000000|10000000||774000000|774000000|||||23000000||-122000000||2282000000|INTC
2009-09-30|USD|4003000000|||||1235000000|944000000||-309000000|2579000000|-3380000000|-340000000||1673000000|||771000000|771000000|||||-1673000000||283000000||1856000000|INTC
