fiscalDateEnding|reportedCurrency|totalAssets|totalCurrentAssets|cashAndCashEquivalentsAtCarryingValue|cashAndShortTermInvestments|inventory|currentNetReceivables|totalNonCurrentAssets|propertyPlantEquipment|accumulatedDepreciationAmortizationPPE|intangibleAssets|intangibleAssetsExcludingGoodwill|goodwill|investments|longTermInvestments|shortTermInvestments|otherCurrentAssets|otherNonCurrentAssets|totalLiabilities|totalCurrentLiabilities|currentAccountsPayable|deferredRevenue|currentDebt|shortTermDebt|totalNonCurrentLiabilities|capitalLeaseObligations|longTermDebt|currentLongTermDebt|longTermDebtNoncurrent|shortLongTermDebtTotal|otherCurrentLiabilities|otherNonCurrentLiabilities|totalShareholderEquity|treasuryStock|retainedEarnings|commonStock|commonStockSharesOutstanding|ticker
2022-06-30|USD|13192000000|3517000000|2082000000|2082000000||579000000|9675000000|545000000|1038000000|6275000000|893000000|5382000000|334000000||334000000|522000000|528000000|5551000000|2833000000|70000000|1548000000||85000000|2701000000|85000000|1862000000||1878000000|1862000000|2531000000|401000000|7641000000||7567000000|3000000|279000000|EA
2022-03-31|USD|13800000000|4151000000|2732000000|2732000000||650000000|9984000000|550000000|1071000000|6349000000|962000000|5387000000|330000000||330000000|439000000|507000000|6175000000|3513000000|101000000|2024000000||81000000|2939000000|81000000|1878000000||1878000000|1878000000|2945000000|397000000|7625000000||7607000000|3000000|280000000|EA
2021-12-31|USD|13930000000|4358000000|2670000000|2670000000||965000000|9572000000|522000000|1059000000|6441000000|1052000000|5389000000|346000000|346000000|346000000|377000000|479000000|6313000000|3630000000|86000000|2101000000||87000000|2666000000|87000000|1878000000||1878000000|1878000000|1356000000|404000000|7641000000||7608000000|3000000|282000000|EA
2021-09-30|USD|13019000000|3390000000|1630000000|1630000000||1031000000|9629000000|516000000|1065000000|6539000000|1080000000|5459000000|||342000000|387000000|435000000|5163000000|2577000000|136000000|1322000000||68000000|2566000000|68000000|1877000000||1877000000|1877000000|1051000000|323000000|7856000000||7855000000|3000000|284000000|EA
2021-06-30|USD|12734000000|4677000000|2838000000|2838000000||557000000|8057000000|510000000|1066000000|5165000000|909000000|4256000000|||881000000|401000000|422000000|5006000000|2471000000|73000000|1305000000||76000000|2513000000|76000000|1877000000||1877000000|1877000000|1017000000|313000000|7728000000||7760000000|3000000|285000000|EA
2021-03-31|USD|13288000000|7213000000|5260000000|5260000000||521000000|6335000000|491000000|1030000000|3177000000|309000000|2868000000|1106000000||1106000000|326000000|362000000|5448000000|2964000000|96000000|1527000000||76000000|2682000000|76000000|1876000000||1876000000|1876000000|1265000000|250000000|7840000000||7887000000|3000000|286000000|EA
2020-12-31|USD|12420000000|7721000000|4772000000|4772000000||778000000|4699000000|467000000|1049000000|1933000000|37000000|1896000000|||1938000000|233000000|375000000|4457000000|3492000000|89000000|1380000000|600000000|686000000|944000000|86000000|997000000|600000000|397000000|997000000|2421000000|271000000|7728000000||8054000000|3000000|288000000|EA
2020-09-30|USD|11470000000|6830000000|4059000000|4059000000||423000000|4640000000|458000000|1015000000|1933000000|42000000|1891000000|||1972000000|376000000|312000000|3395000000|2485000000|164000000|639000000|599000000|685000000|888000000|86000000|996000000|599000000|397000000|996000000|1335000000|211000000|8075000000||8016000000|3000000|290000000|EA
2020-06-30|USD|11284000000|6690000000|4013000000|4013000000||507000000|4594000000|450000000|983000000|1937000000|48000000|1889000000|||1947000000|223000000|313000000|3502000000|2568000000|51000000|878000000|599000000|674000000|913000000|75000000|996000000|599000000|397000000|996000000|1695000000|224000000|7782000000||7831000000|3000000|289000000|EA
2020-03-31|USD|11112000000|6517000000|3768000000|3768000000||461000000|4801000000|449000000|942000000|1938000000|53000000|1885000000|||1967000000|321000000|305000000|3651000000|2664000000|68000000|945000000|668000000|668000000|1135000000|69000000|996000000|599000000|397000000|996000000|1555000000|216000000|7461000000||7508000000|3000000|288000000|EA
2019-12-31|USD|11161000000|6629000000|3603000000|3603000000||798000000|2910000000|439000000|980000000|1954000000|62000000|1892000000|||1999000000|229000000|311000000|3924000000|2338000000|61000000|1073000000|75000000|75000000|1730000000|75000000|995000000|75000000|995000000|995000000|1129000000|237000000|7237000000||7267000000|3000000|291000000|EA
2019-09-30|USD|10593000000|6040000000|2940000000|2940000000||856000000|2718000000|442000000|953000000|1962000000|72000000|1890000000|||1943000000|301000000|314000000|3435000000|1818000000|148000000|||75000000|1593000000|75000000|995000000||995000000|995000000|949000000|259000000|7158000000||7165000000|3000000|293000000|EA
2019-06-30|USD|9749000000|5800000000|3533000000|3533000000||329000000|2741000000|446000000|939000000|1972000000|80000000|1892000000|||1654000000|284000000|323000000|3264000000|1650000000|56000000|||55000000|1591000000|55000000|995000000||995000000|995000000|860000000|272000000|6485000000||6499000000|3000000|296000000|EA
2019-03-31|USD|8957000000|6381000000|4708000000|4708000000||623000000|2552000000|448000000|911000000|1979000000|87000000|1892000000|||737000000|313000000||3626000000|2265000000|113000000|1100000000||916000000|1349000000||994000000||994000000|994000000|136000000|365000000|5331000000||5358000000|3000000|298000000|EA
2018-12-31|USD|8857000000|6247000000|3887000000|3887000000||806000000|2504000000|426000000|946000000|1984000000|93000000|1891000000|||1274000000|280000000|94000000|3513000000|2090000000|70000000|||103000000|1399000000||994000000||994000000|994000000|989000000|164000000|5344000000||5358000000|3000000|302000000|EA
2018-09-30|USD|8450000000|5803000000|3887000000|2881000000||966000000|2535000000|440000000|936000000|1994000000|100000000|1894000000|||1664000000|292000000|101000000|3133000000|1649000000|168000000|||113000000|1459000000||993000000||993000000|993000000|794000000|217000000|5317000000||5199000000|3000000|304000000|EA
2018-06-30|USD|8247000000|5624000000|3876000000|3876000000||371000000|2531000000|440000000|933000000|1993000000|107000000|1886000000|||1095000000|282000000|98000000|2987000000|1464000000|47000000|||13000000|1484000000||993000000|993000000|993000000|993000000|752000000|253000000|5260000000||4944000000|3000000|305000000|EA
2018-03-31|USD|8584000000|6004000000|4258000000|5331000000||385000000|2506000000|453000000|923000000|1954000000|71000000|1883000000|||1073000000|288000000|89000000|3989000000|2491000000|48000000|1622000000||108000000|1464000000||992000000|992000000|992000000|992000000|713000000|255000000|4595000000||4062000000|3000000|306000000|EA
2017-12-31|USD|8642000000|5966000000|2566000000|4884000000||886000000|2517000000|447000000|904000000|1960000000|81000000|1879000000|||2318000000|196000000|110000000|4556000000|3107000000|91000000|1946000000||215000000|1353000000||992000000|992000000|992000000|992000000|855000000|261000000|4086000000||3455000000|3000000|307000000|EA
2017-09-30|USD|7922000000|5415000000|2067000000|4355000000||812000000|2259000000|444000000|892000000|1716000000|5000000|1711000000|||2288000000|248000000|99000000|3534000000|2272000000|187000000|1116000000||226000000|1262000000||991000000|991000000|991000000|991000000|743000000|148000000|4388000000||3641000000|3000000|308000000|EA
2017-06-30|USD|7375000000|4902000000|2248000000|4470000000||222000000|2241000000|436000000|906000000|1715000000|7000000|1708000000|||2222000000|210000000|90000000|2889000000|1629000000|38000000|882000000||107000000|1260000000||991000000|991000000|991000000|991000000|602000000|154000000|4486000000||3663000000|3000000|309000000|EA
2017-03-31|USD|7718000000|5199000000|2565000000|4532000000||359000000|2241000000|434000000|881000000|1715000000|8000000|1707000000|||1967000000|308000000|84000000|3658000000|2415000000|87000000|1539000000||147000000|1252000000||990000000|990000000|990000000|990000000|642000000|148000000|4060000000||3027000000|3000000|308000000|EA
2016-12-31|USD|7719000000|5101000000|2483000000|4219000000|35000000|587000000|2232000000|424000000|865000000|1713000000|9000000|1704000000|||1736000000|260000000|95000000|4170000000|2937000000|65000000|1971000000||145000000|1233000000||990000000||990000000|990000000|756000000|154000000|3549000000||2461000000|3000000|301000000|EA
2016-09-30|USD|6892000000|4260000000|1746000000|3266000000|50000000|723000000|2266000000|431000000|867000000|1737000000|28000000|1709000000|||1520000000|221000000|98000000|3284000000|2050000000|206000000|1067000000||151000000|1234000000||990000000||990000000|990000000|626000000|156000000|3608000000||2462000000|3000000|301000000|EA
2016-06-30|USD|6605000000|3972000000|2042000000|3427000000|26000000|246000000|2290000000|435000000|854000000|1750000000|42000000|1708000000|||1385000000|273000000|105000000|2889000000|1650000000|44000000|873000000|136000000|136000000|1239000000||1125000000|136000000|989000000|1125000000|1382000000|160000000|3716000000||2500000000|3000000|301000000|EA
2016-03-31|USD|7050000000|4354000000|2493000000|3834000000|33000000|233000000|2317000000|439000000|843000000|1767000000|57000000|1710000000|||1341000000|287000000|103000000|3652000000|2418000000|89000000|1458000000|161000000|163000000|1242000000||1150000000|161000000|989000000|1150000000|2088000000|163000000|3396000000||2060000000|3000000|301000000|EA
2015-12-31|USD|6470000000|4152000000|2263000000|3229000000|42000000|621000000|2310000000|415000000|822000000|1779000000|71000000|1708000000|||966000000|214000000|116000000|3451000000|3145000000|128000000|1844000000|333000000|340000000|306000000||333000000|333000000||333000000|2621000000|168000000|3012000000||1161000000|3000000|310000000|EA
2015-09-30|USD|6000000000|3646000000|1598000000|2588000000|62000000|737000000|2340000000|430000000|807000000|1793000000|84000000|1709000000|||990000000|213000000|117000000|2841000000|2525000000|188000000|1113000000|422000000|435000000|316000000||422000000|422000000||422000000|1849000000|175000000|3146000000||1206000000|3000000|311000000|EA
2015-06-30|USD|5721000000|3326000000|1810000000|2879000000|34000000|144000000|2381000000|444000000|793000000|1811000000|98000000|1713000000|||1069000000|216000000|126000000|2360000000|2029000000|43000000|775000000|608000000|633000000|331000000||608000000|608000000||608000000|1307000000|180000000|3336000000||1346000000|3000000|311000000|EA
2015-03-31|USD|6147000000|3720000000|2068000000|3021000000|36000000|362000000|2423000000|459000000|779000000|1824000000|111000000|1713000000|||953000000|247000000|131000000|3080000000|2747000000|68000000|1283000000|602000000|633000000|342000000||602000000|602000000||602000000|2007000000|183000000|3036000000||904000000|3000000|310000000|EA
2014-12-31|USD|6167000000|3754000000|2166000000|2940000000|39000000|488000000|2407000000|461000000|828000000|1845000000|127000000|1718000000|||774000000|230000000|101000000|3443000000|3069000000|77000000|1583000000|596000000|633000000|374000000||596000000|596000000||596000000|2308000000|201000000|2687000000||509000000|3000000|310000000|EA
2014-09-30|USD|6031000000|3532000000|1624000000|2388000000|67000000|829000000|2501000000|483000000|853000000|1866000000|143000000|1723000000|||764000000|190000000|141000000|3361000000|2387000000|191000000|||220000000|974000000||1182000000||591000000|1182000000|695000000|209000000|2670000000||367000000|3000000|312000000|EA
2014-06-30|USD|5476000000|2930000000|1554000000|2316000000|37000000|219000000|2542000000|503000000|846000000|1886000000|160000000|1726000000|||762000000|300000000|142000000|2763000000|1786000000|69000000|||114000000|977000000||586000000||586000000|700000000|552000000|216000000|2713000000||364000000|3000000|313000000|EA
2014-03-31|USD|5716000000|3138000000|1782000000|2365000000|56000000|327000000|2550000000|510000000|809000000|1900000000|177000000|1723000000|||583000000|316000000|140000000|3294000000|2390000000|119000000|||121000000|913000000||1160000000|602000000|580000000|1160000000|660000000|117000000|2422000000||29000000|3000000|311000000|EA
2013-12-31|USD|5573000000|2921000000|1746000000|2070000000|55000000|526000000|2606000000|518000000|800000000|1921000000|196000000|1725000000|||324000000|219000000|167000000|3569000000|2659000000|137000000|||135000000|910000000||575000000||575000000|710000000|688000000|124000000|2004000000||-338000000|3000000|309000000|EA
2013-09-30|USD|5036000000|2340000000|1090000000|1418000000|58000000|594000000|2648000000|532000000|779000000|1942000000|216000000|1726000000|||328000000|219000000|174000000|2750000000|1851000000|208000000|||82000000|899000000||570000000||570000000|652000000|626000000|121000000|2286000000||-30000000|3000000|309000000|EA
2013-06-30|USD|4605000000|1884000000|1056000000|1411000000|41000000|120000000|2671000000|537000000|751000000|1956000000|234000000|1722000000|355000000||355000000|261000000|178000000|2113000000|1226000000|48000000|||83000000|887000000||1127500000||564000000|1127500000|505000000|121000000|2492000000||243000000|3000000|306000000|EA
2013-03-31|USD|5070000000|2325000000|1292000000|1680000000|42000000|312000000|2692000000|548000000|731000000|1974000000|253000000|1721000000|388000000||388000000|239000000|170000000|2803000000|1917000000|136000000|||79000000|898000000||1117500000||559000000|1117500000|658000000|121000000|2267000000||21000000|3000000|302000000|EA
2012-12-31|USD|5039000000|2229000000|1158000000|1433000000|59000000|382000000|2763000000|550000000|725000000|2028000000|304000000|1724000000|275000000||275000000|229000000|185000000|3081000000|2146000000|93000000|||198000000|935000000||1107500000||554000000|1107500000|642000000|168000000|1958000000||-302000000|3000000|301000000|EA
2012-09-30|USD|5191000000|2332000000|871000000|1222000000|71000000|643000000|2810000000|561000000|702000000|2057000000|334000000|1723000000|351000000||351000000|239000000|192000000|3037000000|2046000000|219000000|||175000000|991000000||1098000000||549000000|1098000000|699000000|231000000|2154000000||-257000000|3000000|312000000|EA
2012-06-30|USD|4825000000|1951000000|919000000|1363000000|60000000|111000000|2830000000|558000000|663000000|2063000000|347000000|1716000000|507000000||444000000|273000000|209000000|2273000000|1336000000|50000000|||117000000|937000000||1088000000||544000000|1088000000|585000000|193000000|2552000000||124000000|3000000|318000000|EA
2012-03-31|USD|5491000000|2609000000|1293000000|1730000000|59000000|366000000|2882000000|568000000|651000000|2087000000|369000000|1718000000|501000000||437000000|268000000|185000000|3033000000|2120000000|215000000||||925000000||1078000000||539000000|1078000000|583000000|177000000|2458000000||-77000000|3000000|320000000|EA
2011-12-31|USD|5696000000|2806000000|1242000000|1648000000|69000000|526000000|2890000000|547000000|629000000|2118000000|402000000|1716000000|469000000||406000000|328000000|181000000|3431000000|2397000000|112000000||||1034000000||1068000000||534000000|1068000000|663000000|235000000|2265000000||-477000000|3000000|333000000|EA
2011-09-30|USD|5435000000|2568000000|930000000|1285000000|90000000|562000000|2867000000|532000000|616000000|2116000000|416000000|1700000000|418000000||355000000|320000000|174000000|2895000000|1854000000|213000000|||83000000|1041000000||0||529000000|612000000|709000000|241000000|2540000000||-272000000|3000000|332000000|EA
2011-06-30|USD|4355000000|2354000000|1173000000|1676000000|75000000|30000000|2001000000|516000000|615000000|1266000000|134000000|1132000000|569000000||503000000|343000000|170000000|1605000000|1225000000|91000000|||74000000|380000000||||||412000000|146000000|2750000000||68000000|3000000|331000000|EA
2011-03-31|USD|4928000000|3032000000|1579000000|2176000000|77000000|335000000|1896000000|513000000|614000000|1254000000|144000000|1110000000|66000000||497000000|327000000|80000000|2364000000|2001000000|228000000||||376000000||||||576000000|134000000|2564000000||-153000000|3000000|333000000|EA
2010-12-31|USD|4727000000|2714000000|1353000000|1864000000|105000000|390000000|2113000000|502000000|586000000|1267000000|160000000|1107000000|65000000||511000000|226000000|200000000|2369000000|2008000000|162000000||||361000000||||||562000000|173000000|2358000000||-304000000|3000000|334000000|EA
2010-09-30|USD|4494000000|2485000000|1056000000|1551000000|155000000|444000000|2109000000|510000000|560000000|1262000000|168000000|1094000000|65000000||495000000|207000000|189000000|1856000000|1568000000|205000000|||81000000|288000000||||||441000000|107000000|2638000000||18000000|3000000|332000000|EA
2010-06-30|USD|4245000000|2228000000|1057000000|1576000000|82000000|103000000|2078000000|516000000||1275000000|185000000|1090000000|64000000||480000000|270000000|177000000|1493000000|1165000000|55000000|||103000000|328000000||||||391000000|97000000|2752000000||219000000|3000000|330000000|EA
2010-03-31|USD|4646000000|2585000000|1273000000|1705000000|100000000|206000000|2061000000|537000000|548000000|1297000000|204000000|1093000000|65000000||432000000|239000000|175000000|1917000000|1574000000|91000000||||343000000||||||475000000|99000000|2729000000||123000000|3000000|330000000|EA
2009-12-31|USD|4939000000|2782000000|1114000000|1466000000|144000000|495000000|2157000000|550000000||1312000000|215000000|1097000000|||352000000|264000000|221000000|2340000000|1871000000|186000000||||469000000||||||509000000|139000000|2599000000||93000000|3000000|327000000|EA
2009-09-30|USD|5002000000|3227000000|1042000000|1625000000|250000000|646000000|1775000000|569000000||1011000000|194000000|817000000|||583000000|245000000|124000000|2346000000|1913000000|273000000||||433000000||||||532000000|89000000|2656000000||175000000|3000000|325000000|EA
2009-06-30|USD|4722000000|3176000000|1205000000|1839000000|215000000|375000000|1546000000|537000000||1022000000|208000000|814000000|||634000000|251000000|116000000|1721000000|1260000000|166000000||||461000000||||||346000000|106000000|3001000000||566000000|3000000|323000000|EA
