fiscalDateEnding|reportedCurrency|totalAssets|totalCurrentAssets|cashAndCashEquivalentsAtCarryingValue|cashAndShortTermInvestments|inventory|currentNetReceivables|totalNonCurrentAssets|propertyPlantEquipment|accumulatedDepreciationAmortizationPPE|intangibleAssets|intangibleAssetsExcludingGoodwill|goodwill|investments|longTermInvestments|shortTermInvestments|otherCurrentAssets|otherNonCurrentAssets|totalLiabilities|totalCurrentLiabilities|currentAccountsPayable|deferredRevenue|currentDebt|shortTermDebt|totalNonCurrentLiabilities|capitalLeaseObligations|longTermDebt|currentLongTermDebt|longTermDebtNoncurrent|shortLongTermDebtTotal|otherCurrentLiabilities|otherNonCurrentLiabilities|totalShareholderEquity|treasuryStock|retainedEarnings|commonStock|commonStockSharesOutstanding|ticker
2022-06-30|USD|117208000000|21653000000|7214000000|6113000000|6924000000|5143000000|95555000000|21195000000|25502000000|63379000000|23679000000|39700000000|570000000||113000000|2372000000|10981000000|70354000000|33081000000|14882000000||8645000000|4998000000|42431000000|800000000|29347000000|3647000000|22848000000|24122000000|2939000000|7616000000|46854000000|123382000000|112429000000|4009000000|2399200000|PG
2022-03-31|USD|120217000000|23416000000|8526000000|7126000000|7101000000|5513000000|96801000000|21323000000||64623000000|23913000000|40710000000|405000000||126000000|2276000000|10855000000|74471000000|34401000000|14175000000||9902000000|9902000000|40070000000||23767000000|9902000000|23767000000|33669000000|10324000000|9760000000|45746000000|122272000000|111645000000|4009000000|2400500000|PG
2021-12-31|USD|121416000000|25545000000|11544000000|10026000000|6673000000|5241000000|95871000000|21357000000||63853000000|23538000000|40315000000|446000000||126000000|2087000000|10661000000|76523000000|38027000000|14154000000||13331000000|13331000000|38496000000||22322000000|13331000000|22322000000|35653000000|10542000000|9668000000|44893000000|121543000000|110393000000|4009000000|2413400000|PG
2021-09-30|USD|119669000000|24336000000|10370000000|9131000000|6307000000|5662000000|95333000000|21392000000||63997000000|23504000000|40493000000|374000000||131000000|1997000000|9944000000|73261000000|36589000000|14223000000||11989000000|11989000000|36672000000||20558000000|11989000000|20558000000|32547000000|10377000000|9791000000|46408000000|117240000000|108361000000|4009000000|2428100000|PG
2021-06-30|USD|119307000000|23091000000|10288000000|9263000000|5983000000|4725000000|96216000000|21686000000|25012000000|64566000000|23642000000|40924000000|418000000||163000000|2095000000|9964000000|72653000000|33132000000|13720000000||8889000000|5269000000|47320000000|631000000|32420000000|3620000000|23099000000|22152000000|3104000000|10269000000|46654000000|114973000000|106374000000|4009000000|2442100000|PG
2021-03-31|USD|116778000000|22608000000|10007000000|8604000000|6002000000|4861000000|94170000000|21103000000||64270000000|23658000000|40612000000|382000000||104000000|1738000000|8797000000|69859000000|32016000000|12134000000||8773000000|8773000000|37843000000||21053000000|8773000000|21053000000|29826000000|11109000000|10813000000|46919000000|112147000000|105674000000|4009000000|2459100000|PG
2020-12-31|USD|120112000000|24655000000|11941000000|10400000000|5957000000|4819000000|95457000000|21416000000||65245000000|23864000000|41381000000|374000000|||1938000000|8796000000|71572000000|31744000000|12027000000||8586000000|8586000000|39828000000||22514000000|8586000000|22514000000|31100000000|11131000000|11241000000|48540000000|109583000000|104361000000|4009000000|2475800000|PG
2020-09-30|USD|119899000000|26026000000|13392000000|12200000000|5707000000|5043000000|93873000000|20876000000||64383000000|23814000000|40569000000|337000000|||1884000000|8614000000|71323000000|30008000000|11935000000||7707000000|7707000000|41315000000||23948000000|7707000000|23948000000|31655000000|10366000000|11073000000|48576000000|106794000000|102539000000|4009000000|2486100000|PG
2020-06-30|USD|120700000000|27987000000|16181000000|14600000000|5498000000|4178000000|92713000000|20692000000|23079000000|63693000000|23792000000|39901000000|318000000||39000000|2130000000|8328000000|73822000000|32976000000|12071000000||11183000000|8675000000|569000000|652000000|31508000000|2508000000|23537000000|21662000000|3105000000|11110000000|46878000000|105573000000|100239000000|4009000000|2481100000|PG
2020-03-31|USD|118560000000|27140000000|15393000000|14171000000|5330000000|4640000000|92275000000|20459000000||63451000000|23834000000|39617000000|348000000|||1777000000|7510000000|72619000000|32896000000|10464000000||12701000000|12456000000|40368000000||23310000000|245000000|23310000000|36011000000|9731000000|10104000000|45941000000|105823000000|99474000000|4009000000|2476200000|PG
2019-12-31|USD|111723000000|18917000000|6279000000|5175000000|5521000000|5196000000|93709000000|21250000000||63978000000|23980000000|39998000000|190000000|64000000||1921000000|7578000000|65815000000|30164000000|10781000000||9153000000|8902000000|30085000000||18985000000|251000000|18985000000|28138000000|10230000000|10424000000|45908000000|105761000000|98414000000|4009000000|2487000000|PG
2019-09-30|USD|114058000000|21925000000|9304000000|9304000000|5465000000|5143000000|93020000000|20901000000||63607000000|24002000000|39605000000|389000000|62000000||2013000000|7625000000|67074000000|30253000000|10951000000||9352000000|9089000000|31126000000||20161000000|263000000|20161000000|29513000000|9950000000|10335000000|46984000000|102510000000|96625000000|4009000000|2504000000|PG
2019-06-30|USD|115095000000|22473000000|4239000000|4239000000|5017000000|4951000000|92622000000|21271000000|22122000000|64488000000|24215000000|40273000000|239000000|169000000|6048000000|2218000000|6863000000|67516000000|30011000000|11260000000||9697000000|6309000000|676000000|33000000|28788000000|3388000000|20395000000|23251000000|2323000000|10211000000|47579000000|100406000000|94918000000|4009000000|2509900000|PG
2019-03-31|USD|121673000000|22312000000|2738000000|2738000000|5358000000|5198000000|99361000000|20993000000||72589000000|25836000000|46753000000|196000000|165000000|7085000000|1933000000|5779000000|66121000000|28370000000|10207000000||8911000000|8911000000|37751000000||21359000000|8911000000|21359000000|30270000000|9252000000|9441000000|55552000000|99484000000|102103000000|4009000000|2509100000|PG
2018-12-31|USD|123687000000|24431000000|3696000000|3696000000|5281000000|5055000000|99256000000|20822000000||72879000000|25947000000|46932000000|188000000|163000000|8421000000|1978000000|5555000000|69244000000|31247000000|10266000000||12113000000|12113000000|37997000000||21514000000|12113000000|21514000000|33627000000|8868000000|9611000000|54443000000|99480000000|101170000000|4009000000|2499700000|PG
2018-09-30|USD|118440000000|23346000000|2545000000|2545000000|5182000000|5035000000|95094000000|20590000000||69144000000|23919000000|45225000000|185000000|158000000|8708000000|1876000000|5360000000|65936000000|29220000000|10243000000||10508000000|10508000000|36716000000||20779000000|10508000000|20779000000|31287000000|8469000000|9758000000|52504000000|99956000000|99831000000|4009000000|2495800000|PG
2018-06-30|USD|118310000000|23320000000|2569000000|2569000000|4738000000|4686000000|94990000000|20600000000|21247000000|69077000000|23902000000|45175000000|9477000000|141000000|9281000000|2046000000|5313000000|65427000000|28237000000|10344000000||10423000000|8651000000|666000000||25174000000|1772000000|20863000000|24132000000|2183000000|10164000000|52883000000|99217000000|98641000000|4009000000|2510100000|PG
2018-03-31|USD|124369000000|27960000000|5326000000|15534000000|5207000000|5149000000|96409000000|20925000000||70304000000|24129000000|46175000000||124000000|10208000000|2070000000|5180000000|69423000000|30711000000|9716000000||12862000000|12862000000|38712000000||22437000000|12862000000|22437000000|35299000000|8133000000|10192000000|54946000000|97912000000|98623000000|4009000000|2522700000|PG
2017-12-31|USD|126644000000|31214000000|7432000000|18758000000|5131000000|5182000000|95430000000|20420000000||69848000000|24224000000|45624000000||115000000|11326000000|2143000000|5162000000|71923000000|33107000000|9740000000||15547000000|15547000000|38816000000||22186000000|15547000000|22186000000|37733000000|7820000000|10485000000|54721000000|97121000000|97881000000|4009000000|2533900000|PG
2017-09-30|USD|122851000000|28096000000|5024000000|16007000000|5023000000|4942000000|94755000000|20108000000||69451000000|24262000000|45189000000||132000000|10983000000|2124000000|5196000000|67436000000|30724000000|9458000000||14026000000|14026000000|36712000000||20188000000|34214000000|20188000000|34214000000|7240000000|8043000000|55415000000|95563000000|97197000000|4009000000|2550500000|PG
2017-06-30|USD|120406000000|26494000000|5569000000|5569000000|4624000000|4594000000|93912000000|19893000000|20255000000|68886000000|24187000000|44699000000|9568000000|132000000|9568000000|2139000000|5133000000|64628000000|30210000000|9632000000||13554000000|11878000000|870000000||23072000000|1676000000|18038000000|25358000000|1994000000|8254000000|55778000000|93715000000|96124000000|4009000000|2557900000|PG
2017-03-31|USD|118091000000|25885000000|5817000000|14327000000|4754000000|4358000000|92206000000|19219000000||67835000000|24153000000|43682000000|||8510000000|2446000000|5152000000|63543000000|29082000000|8076000000||13781000000|13781000000|34461000000||16633000000|13781000000|16633000000|30414000000|7225000000|9184000000|54548000000|93225000000|95736000000|4009000000|2563300000|PG
2016-12-31|USD|117033000000|25572000000|6051000000|13454000000|4787000000|4729000000|91461000000|18778000000||67643000000|24185000000|43458000000|||7403000000|2602000000|5040000000|63289000000|28891000000|8300000000||13007000000|13007000000|34398000000||16460000000|13007000000|16460000000|29467000000|7584000000|9246000000|53744000000|92720000000|94945000000|4009000000|2596600000|PG
2016-09-30|USD|129043000000|35171000000|7456000000|14071000000|4999000000|4713000000|93872000000|19310000000||68887000000|24429000000|44458000000|||6615000000|2447000000|5675000000|70092000000|32401000000|9024000000||12215000000|12215000000|37691000000||18910000000|12215000000|18910000000|31125000000|3130000000|10266000000|58951000000|81970000000|88855000000|4009000000|2674700000|PG
2016-06-30|USD|127136000000|33782000000|8098000000|7102000000|4716000000|4373000000|93354000000|19385000000|20481000000|68877000000|24527000000|44350000000|6246000000|28000000|6246000000|2653000000|5092000000|69153000000|30770000000|9325000000||11653000000|8893000000|804000000||27122000000|2760000000|18945000000|21510000000|2302000000|10325000000|57983000000|82176000000|87953000000|4009000000|2668000000|PG
2016-03-31|USD|127508000000|34317000000|7895000000|13819000000|4957000000|4591000000|93191000000|19186000000||69308000000|24629000000|44679000000|||5924000000|2733000000|4697000000|67655000000|31357000000|7795000000||13681000000|13681000000|36298000000||19134000000||19134000000|32815000000|2229000000|8003000000|59853000000|82400000000|87849000000|4009000000|2688700000|PG
2015-12-31|USD|129143000000|36347000000|9403000000|14277000000|5125000000|4721000000|92796000000|18910000000||68652000000|24495000000|44157000000|||4874000000|1828000000|5234000000|66841000000|32053000000|7717000000||13931000000|13931000000|34788000000||17595000000||17595000000|31526000000|2460000000|7936000000|62302000000|78469000000|86917000000|4009000000|2718900000|PG
2015-09-30|USD|129265000000|35620000000|7705000000|12606000000|5239000000|4724000000|93645000000|19081000000||69327000000|24715000000|44612000000|||4901000000|2357000000|5237000000|66311000000|31567000000|7758000000||13093000000|13093000000|34744000000||17394000000||17394000000|30487000000|2222000000|8126000000|62954000000|77044000000|85579000000|4009000000|2720100000|PG
2015-06-30|USD|129495000000|29646000000|6836000000|6845000000|4979000000|4861000000|99849000000|19655000000|20408000000|69632000000|25010000000|44622000000||30000000|4767000000|4209000000|5358000000|66445000000|29790000000|8138000000||12018000000|9249000000|755000000||23129000000|2772000000|18327000000|32378000000|2464000000|8432000000|63050000000|77226000000|84807000000|4009000000|2718600000|PG
2015-03-31|USD|130937000000|31562000000|8374000000|13160000000|5893000000|4990000000|99375000000|20043000000||73764000000|26908000000|46856000000|||4786000000|3887000000|5568000000|67557000000|31881000000|7285000000||15075000000|15075000000|35676000000||17364000000||17364000000|32439000000|1115000000|8504000000|63380000000|77190000000|86157000000|4009000000|2711700000|PG
2014-12-31|USD|136263000000|33178000000|8204000000|12251000000|6477000000|5802000000|103085000000|20745000000||76442000000|27567000000|48875000000|||4047000000|4495000000|5898000000|71451000000|34152000000|7733000000||16329000000|16329000000|37299000000||18124000000||18124000000|34453000000|1237000000|9623000000|64812000000|77905000000|85770000000|4009000000|2705700000|PG
2014-09-30|USD|138183000000|29107000000|7486000000|10846000000|7100000000|6197000000|109076000000|21799000000||81571000000|30210000000|51361000000|||3360000000|3914000000|5706000000|71354000000|32071000000|8280000000||14228000000|14228000000|39283000000||19004000000||19004000000|33232000000|9000000|10008000000|66829000000|77149000000|85207000000|4009000000|2710600000|PG
2014-06-30|USD|144266000000|31617000000|8548000000|8558000000|6759000000|6386000000|112649000000|22304000000|22123000000|81572000000|30843000000|50729000000|||2128000000|4937000000|5798000000|74290000000|33726000000|8461000000||15606000000|11299000000|802000000||26429000000|4307000000|19811000000|24047000000|2571000000|10535000000|69976000000|75805000000|84990000000|4009000000|2711700000|PG
2014-03-31|USD|143197000000|28126000000|8182000000|9752000000|7227000000|6353000000|115071000000|22274000000||87532000000|31306000000|56226000000|||1570000000|3539000000|5265000000|73156000000|32118000000|7512000000||15528000000|15528000000|41038000000||20837000000||20837000000|36365000000|9078000000|9288000000|70041000000|75869000000|84220000000|4009000000|2713100000|PG
2013-12-31|USD|142927000000|27467000000|6929000000|8503000000|7379000000|6911000000|115460000000|22152000000||87888000000|31595000000|56293000000|||1574000000|3501000000|5420000000|72789000000|30727000000|7156000000||14091000000|14091000000|42062000000||21517000000||21517000000|35608000000|9480000000|9736000000|70138000000|75048000000|83280000000|4009000000|2719200000|PG
2013-09-30|USD|141125000000|26322000000|6122000000|7702000000|7394000000|6555000000|114803000000|21876000000||87589000000|31715000000|55874000000|||1580000000|3576000000|5338000000|72309000000|33217000000|7489000000||16300000000|16300000000|39092000000||18480000000||18480000000|34780000000|9428000000|9759000000|68816000000|74145000000|81534000000|4009000000|2735200000|PG
2013-06-30|USD|139263000000|23990000000|5930000000|5947000000|6909000000|6508000000|115273000000|21666000000|21346000000|86760000000|31572000000|55188000000|||17000000|4626000000|6847000000|70554000000|30037000000|8777000000||12432000000|7926000000|837000000||23617000000|4506000000|19111000000|31543000000|2527000000|10579000000|68709000000|71966000000|80197000000|4009000000|2937100000|PG
2013-03-31|USD|139131000000|24298000000|5876000000|5876000000|7240000000|6669000000|114833000000|21191000000|21158000000|86806000000|31739000000|55067000000||||3576000000|6836000000|71178000000|27412000000|7422000000||11098000000|11098000000|43766000000||21125000000||21125000000|21125000000|8892000000|11916000000|67953000000|71644000000|80035000000|4009000000|2930700000|PG
2012-12-31|USD|139903000000|25601000000|6643000000|6643000000|7219000000|7183000000|114302000000|21204000000|21143000000|87834000000|32147000000|55687000000|||323000000|3573000000|5264000000|72580000000|26230000000|7157000000||9819000000|9819000000|46350000000||23607000000||23607000000|23607000000|9254000000|12176000000|67323000000|71682000000|79045000000|4009000000|2919100000|PG
2012-09-30|USD|135888000000|24124000000|5302000000|5302000000|7332000000|6993000000|111764000000|20877000000|20492000000|85495000000|31163000000|54332000000||||3425000000|5392000000|70940000000|24898000000|7498000000||8314000000|8314000000|46042000000||23563000000||23563000000|23563000000|9086000000|12315000000|64948000000|71086000000|76574000000|4009000000|2931700000|PG
2012-06-30|USD|132244000000|21910000000|4436000000|4436000000|6721000000|6068000000|110334000000|20377000000|19856000000|84761000000|30988000000|53773000000||||4685000000|5196000000|68209000000|24907000000|7920000000||8698000000|4615000000|891000000||27948000000|4083000000|21080000000|32563000000|2728000000|12090000000|64035000000|69604000000|75349000000|4008000000|2930000000|PG
2012-03-31|USD|134605000000|23108000000|3991000000|3991000000|7239000000|6200000000|111497000000|20384000000|20170000000|86262000000|31429000000|54833000000||||5678000000|4851000000|68696000000|26904000000|6684000000||11771000000|11771000000|41792000000||21341000000||21341000000|21341000000|8449000000|9154000000|65909000000|69918000000|73324000000|4008000000|2937800000|PG
2011-12-31|USD|134311000000|23651000000|4414000000|4414000000|7444000000|6905000000|110660000000|20372000000|19999000000|85632000000|31325000000|54307000000||||4888000000|4656000000|69411000000|29792000000|6735000000||14118000000|14118000000|39619000000||19270000000||19270000000|33388000000|8939000000|9216000000|64900000000|68481000000|72407000000|4008000000|2949700000|PG
2011-09-30|USD|136617000000|23125000000|3582000000|3582000000|8001000000|6584000000|113492000000|20765000000|19982000000|87937000000|31858000000|56079000000||||4958000000|4790000000|70983000000|27968000000|7290000000||11476000000|11476000000|43015000000||22372000000||22372000000|33848000000|9202000000|9573000000|65634000000|68383000000|72215000000|4008000000|2945800000|PG
2011-06-30|USD|138354000000|21970000000|2768000000|2768000000|7379000000|6275000000|116384000000|21293000000|20214000000|90182000000|32620000000|57562000000||||5548000000|4909000000|70353000000|27293000000|8022000000||9981000000|6987000000|1356000000||26426000000|2994000000|22033000000|22033000000|2657000000|9957000000|68001000000|67278000000|70682000000|4008000000|2755900000|PG
2011-03-31|USD|136538000000|21814000000|2946000000|2946000000|7619000000|6264000000|114724000000|20521000000|19763000000|89628000000|32598000000|57030000000||||4985000000|4575000000|69106000000|26175000000|6458000000||9721000000|9721000000|42931000000||21699000000||21699000000|31420000000|9996000000|10309000000|67432000000|65202000000|69692000000|4008000000|2999300000|PG
2010-12-31|USD|134273000000|21830000000|3249000000|3249000000|7423000000|6551000000|112443000000|19952000000|19082000000|88011000000|32251000000|55760000000||||4607000000|4480000000|69560000000|27241000000|6267000000||11158000000|11158000000|42319000000||21317000000||21317000000|32475000000|9816000000|10135000000|64713000000|64383000000|68212000000|4008000000|3000200000|PG
2010-09-30|USD|133692000000|20496000000|2603000000|2603000000|7277000000|6082000000|113196000000|19877000000|18796000000|88540000000|32369000000|56171000000||||4534000000|4779000000|70491000000|27640000000|6716000000||11512000000|11512000000|42851000000||21464000000||21464000000|32976000000|9412000000|10678000000|63201000000|64174000000|66282000000|4008000000|3025600000|PG
2010-06-30|USD|128172000000|18782000000|2879000000|2879000000|6384000000|5335000000|109390000000|19244000000|17768000000|85648000000|31636000000|54012000000||||4184000000|4498000000|66733000000|24282000000|7251000000||8472000000|7908000000|51448000000||1876000000|564000000|21360000000|9784000000|2758000000|10189000000|61439000000|61309000000|64614000000|4008000000|2879439252|PG
2010-03-31|USD|132986000000|21490000000|4899000000|4899000000|6750000000|5860000000|111496000000|19427000000|18031000000|87739000000|32201000000|55538000000||||3981000000|4330000000|66213000000|23272000000|5785000000||7038000000|7038000000|42941000000||22938000000||22938000000|29976000000|10449000000|8596000000|66773000000|58879000000|63879000000|4007000000|3103900000|PG
2009-12-31|USD|135293000000|21761000000|4130000000|4130000000|6864000000|6544000000|113532000000|19646000000|18041000000|89603000000|32624000000|56979000000||||4223000000|4283000000|66346000000|23676000000|5433000000||7780000000|7780000000|42670000000||22309000000||22309000000|30089000000|10463000000|9316000000|68947000000|57074000000|62616000000|4007000000|3118500000|PG
2009-09-30|USD|138381000000|24517000000|6294000000|6294000000|7050000000|6239000000|113864000000|19591000000|17703000000|89697000000|32686000000|57011000000||||989000000|4576000000|71354000000|28674000000|5581000000||12957000000|12957000000|42680000000||22439000000||22439000000|35396000000|526000000|9324000000|67027000000|55837000000|59287000000|4007000000|3109600000|PG
