fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-09-30|USD|633915000|7651087000|7017172000|5780188000|639525000|1005418000||1325939000|36067000|-51894000|36067000|87961000||12268000||137001000|522034000|70229000|0|515683000|399950000|609995000|746996000|451805000|LYV
2024-03-31|USD|8362000|3799529000|3791167000|2646457000|-36507000|981559000||1221384000|43257000|-80691000|43257000|80691000||77054000|70589000|132594000|-11319000|35414000|80691000|-32217000|-38365000|69372000|201966000|-46733000|LYV
2023-12-31|USD|-15345000|5838941000|5854286000|4681184000|-81476000|1024101000|13680000|1254918000|62946000|-92819000|62946000|92819000||-10698000|72936000|134445000|-171863000|38865000|111423000|-181893000|-195520000|-79044000|55401000|-210728000|LYV
2023-09-30|USD|675783000|8154563000|7476236000|6330465000|653658000|974150000|7379000|1243990000|78107000|-86215000|78107000|86215000||-19251000|65984000|130653000|539369000|50269000|86215000|540681000|474469000|625584000|756237000|521480000|LYV
2023-06-30|USD|436007000|5630723000|5194716000|4164778000|386371000|868595000||1104403000|56452000|-81995000|56452000|81995000||6599000|69960000|136514000|335330000|41648000|81995000|331337000|370360000|417325000|553839000|293682000|LYV
2023-03-31|USD|192984000|3127390000|2934406000|2115589000|142776000|690321000||888390000|40313000|-89215000|40313000|89215000||-11583000|57710000|115185000|20671000|23840000|107581000|44192000|69482000|109886000|225071000|-3169000|LYV
2022-12-31|USD|-78923000|4290737000|4369660000|3291631000|-119890000|907579000|1920000|1147035000|31055000|-72761000|31055000|72761000|55327000|-14429000|62827000|131487000|-192369000|10665000|72761000|-167631000|-139227000|-119608000|11879000|-203034000|LYV
2022-09-30|USD|530189000|6153535000|5623346000|4707848000|506249000|805910000||946933000|25809000|-70514000|25809000|70514000|35285000|-7960000|48824000|102093000|403300000|41898000|70514000|397403000|337090000|473814000|575907000|361402000|LYV
2022-06-30|USD|369468000|4434174000|4064706000|3267023000|318699000|672213000||857995000|13192000|-68435000|13192000|68435000|-1065000|-5039000|63359000|115927000|219795000|31995000|68435000|228377000|142570000|288230000|404157000|187800000|LYV
2022-03-31|USD|61135000|1802808000|1741673000|1071022000|27060000|570182000||704726000|7564000|-66773000|7564000|66773000|-1665000|-9267000|50760000|100469000|-38486000|11696000|66773000|-48956000|13441000|28287000|128756000|-50182000|LYV
2021-12-31|USD|-32933000|2703170000|2767656000|2008991000|-124546000|656146000|18758000|717705000|2672000|-72294000|2672000|72294000|20773000|16211000|55670000|102519000|-212500000|-17576000|72294000|-162471000|-171891000|-140206000|-37687000|-194924000|LYV
2021-09-30|USD|180646000|2698722000|2518076000|1969912000|137145000|446929000||591665000|1333000|-70407000|1333000|70407000|1148000|-12441000|55306000|101235000|53299000|6421000|70407000|86867000|37713000|123706000|224941000|46878000|LYV
2021-06-30|USD|-99715000|575946000|675661000|243120000|-127285000|328894000||460111000|1471000|-68909000|70436000|68909000|28000|-9461000|54889000|103647000|-193380000|2285000|68909000|-210460000|-184281000|-124471000|-20824000|-195665000|LYV
2021-03-31|USD|-275095000|290609000|565695000|133966000|-303172000|322853000||459815000|1149000|-70830000|1149000|70830000|-138000|6000|56975000|108876000|-300804000|6389000|70830000|-322722000|-303400000|-229974000|-121098000|-307193000|LYV
2020-12-31|USD|-340002000|237383000|577385000|203274000|-388014000|281035000|27646000|299422000|2025000|-64051000|2025000|64051000|9394000|9764000|61322000|120240000|-422790000|20542000|64051000|-463826000|-398124000|-358739000|-238499000|-443332000|LYV
2020-09-30|USD|-472603000|184018000|656621000|130749000|-504441000|405934000||557710000|2810000|-66093000|65898000|66093000|-208000|8463000|61566000|119938000|-545806000|-16904000|66093000|-542458000|-507314000|-479713000|-359775000|-528902000|LYV
2020-06-30|USD|-566576000|74084000|640676000|194557000|-588067000|323352000||467594000|2429000|-52689000|2429000|52689000|-559000|5208000|64981000|122767000|-596700000|-29183000|52689000|-610584000|-551996000|-544011000|-421244000|-567517000|LYV
2020-03-31|USD|-154328000|1365693000|1520021000|873820000|-172670000|514021000||674643000|4473000|-43999000|4473000|43999000|-130000|-8183000|57844000|122080000|-188114000|-3330000|43999000|-210922000|-298397000|-144115000|-22035000|-184784000|LYV
2019-12-31|USD|2889448000|2889448000|2934686000|2187735000|-82920000|624576000|27512000|805574000|2177000|-47627000|46284000|47627000|5020000|-1650000|57455000|114947000|-153043000|6904000|47627000|-82920000|-124613000|-105416000|9531000|-159947000|LYV
2019-09-30|USD|304402000|3773684000|3469282000|2800429000|260041000|542547000||713214000|5863000|-36587000|5863000|36587000|305000|-5384000|56989000|126306000|206205000|27280000|36587000|193972000|146669000|242792000|369098000|178925000|LYV
2019-06-30|USD|212272000|3157009000|2944737000|2327414000|171586000|513497000||658009000|3818000|-36792000|3818000|36792000|101000|430000|54343000|103826000|132105000|28750000|36792000|116120000|102684000|168897000|272723000|103355000|LYV
2019-03-31|USD|12446000|1727828000|1715382000|1151604000|-23863000|464866000||600087000|2548000|-36515000|30823000|36515000|147000|3403000|51672000|98912000|-48486000|3958000|36515000|-55241000|-55333000|-11971000|86941000|-52444000|LYV
2018-12-31|USD|2591355000|2601855000|10500000|1976385000|-90378000|561325000|23727000|10500000|2813000|-36779000|1000|36780000|-11476000|-5130000|51658000|109267000|-142836000|5051000|36750000|-90378000|-158200000|-106056000|3211000|-147887000|LYV
2018-09-30|USD|286630000|3835246000|3548616000|2924356000|234219000|524654000||676671000|2260000|-35993000||35993000|-10318000|-262000|48225000|99606000|189714000|17031000|35993000|183197000|163602000|225707000|325313000|172683000|LYV
2018-06-30|USD|166985000|2868315000|2701330000|2135107000|134725000|476438000||598483000|2705000|-35992000|-473000|35519000|365000|-6443000|43356000|89785000|81158000|11799000|35519000|83356000|35802000|116677000|206462000|69359000|LYV
2018-03-31|USD|27818000|1482384000|1454566000|932084000|-6030000|434611000||556330000|1183000|-29741000|2943000|32684000|-2981000|-328000|42137000|87871000|-27022000|6884000|32684000|-41028000|-17644000|5662000|93533000|-33906000|LYV
2017-12-31|USD|2416156000|2320450000|130000000|1947491000|-202017000|614166000|13869000|130000000|2270000|-26158000|2097000|28255000|-4200000|-5273000|42104000|121276000|-250237000|-59344000|27206000|-202017000|-181569000|-221982000|-100706000|-190893000|LYV
2017-09-30|USD|241276000|3440308000|3318142000|2732926000|201347000|475864000||625145000|1471000|-26627000||26627000|-37000|-920000|35817000|89228000|162078000|25685000|26627000|148770000|154661000|188705000|277933000|136393000|LYV
2017-06-30|USD|145564000|2683585000|2673129000|2142874000|113433000|434385000||562386000|1031000|-27927000|-1049000|26878000|-115000|3466000|35801000|81165000|91462000|9984000|27927000|80555000|110575000|118340000|199505000|81478000|LYV
2017-03-31|USD|3778000|1242879000|1409403000|925500000|-21366000|383308000||509047000|945000|-26010000||26010000|659000|2842000|35912000|80532000|-26472000|6521000|26010000|-47770000|-21517000|-462000|80070000|-32993000|LYV
2016-12-31|USD|1797544000|1797544000|1796589000|1264814000|-37215000|421998000||580250000|742000|-30541000||30541000|-22049000|-9418000|35188000|23343000|-99488000|1872000|14049000|-37215000|-133794000|-68947000|-45604000|-101360000|LYV
2016-09-30|USD|223139000|3170416000|2947277000|2428003000|191286000|414412000||551127000|625000|-25249000||25249000|-253000|-2606000|36618000|104862000|124903000|13824000|25249000|132761000|103210000|150152000|255014000|111079000|LYV
2016-06-30|USD|103320000|2179258000|2075938000|1605688000|74159000|374826000||499411000|650000|-25284000||25284000|279000|-7353000|34413000|95424000|43147000|5406000|25284000|36461000|14242000|68431000|163855000|37741000|LYV
2016-03-31|USD|-8759000|1207716000|1216475000|784203000|-33290000|337214000||456803000|556000|-25432000||25432000|-25000|8547000|33069000|94955000|-37591000|6927000|25432000|-55954000|-45766000|-12159000|82796000|-44518000|LYV
2015-12-31|USD|1736725000|1736725000|1749812000|1221763000|-40448000|402933000||574915000|1109000|-26024000||26024000|-4100000|-6513000|36303000|125075000|-75444000|2890000|26024000|-40448000|-95757000|-49420000|75655000|-78334000|LYV
